2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:05.428 The 3139-th variable: name is mechanics.load.v_0[2], valueReference is 2145, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.428 The 3140-th variable: name is mechanics.load.r_0[2], valueReference is 2126, valueType is 1, valueInit is 1.351240473737255, causality is 8.

2020-06-10 17:10:05.428 The 3141-th variable: name is mechanics.load.body.v_0[1], valueReference is 2144, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.429 The 3142-th variable: name is mechanics.load.body.frame_a.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:05.429 The 3143-th variable: name is mechanics.load.v_0[1], valueReference is 2144, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.430 The 3144-th variable: name is mechanics.load.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:05.430 The 3145-th variable: name is mechanics.load.body.w_a[3], valueReference is 2187, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.430 The 3146-th variable: name is mechanics.load.body.w_a[2], valueReference is 2186, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.431 The 3147-th variable: name is mechanics.load.body.w_a[1], valueReference is 2185, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.431 The 3148-th variable: name is mechanics.b6.v_0[3], valueReference is 2146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.432 The 3149-th variable: name is mechanics.b6.r_0[3], valueReference is 2127, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:05.432 The 3150-th variable: name is mechanics.b6.v_0[2], valueReference is 2145, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.432 The 3151-th variable: name is mechanics.b6.r_0[2], valueReference is 2126, valueType is 1, valueInit is 1.351240473737255, causality is 8.

2020-06-10 17:10:05.433 The 3152-th variable: name is mechanics.b6.v_0[1], valueReference is 2144, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.434 The 3153-th variable: name is mechanics.b6.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:05.434 The 3154-th variable: name is axis6.gear.bearingFriction.w, valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.435 The 3155-th variable: name is axis6.gear.bearingFriction.phi, valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.435 The 3156-th variable: name is axis6.initializeFlange.phi_flange, valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.436 The 3157-th variable: name is axis6.speedSensor.flange.phi, valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.436 The 3158-th variable: name is axis5.gear.bearingFriction.w, valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.436 The 3159-th variable: name is axis5.gear.bearingFriction.phi, valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.437 The 3160-th variable: name is axis5.initializeFlange.phi_flange, valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.437 The 3161-th variable: name is axis5.speedSensor.flange.phi, valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.438 The 3162-th variable: name is axis4.gear.bearingFriction.w, valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.438 The 3163-th variable: name is axis4.gear.bearingFriction.phi, valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.438 The 3164-th variable: name is axis4.initializeFlange.phi_flange, valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.439 The 3165-th variable: name is axis4.speedSensor.flange.phi, valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.439 The 3166-th variable: name is axis3.initializeFlange.phi_flange, valueReference is 338, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:05.440 The 3167-th variable: name is axis3.speedSensor.flange.phi, valueReference is 338, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:05.440 The 3168-th variable: name is axis1.initializeFlange.phi_flange, valueReference is 145, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:05.441 The 3169-th variable: name is axis1.speedSensor.flange.phi, valueReference is 145, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:05.441 The 3170-th variable: name is axis2.initializeFlange.phi_flange, valueReference is 243, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:05.441 The 3171-th variable: name is axis2.speedSensor.flange.phi, valueReference is 243, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:05.442 The 3172-th variable: name is mechanics.b2.body.w_a[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.442 The 3173-th variable: name is mechanics.b1.body.w_a[2], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.443 The 3174-th variable: name is axis6.motor.emf.phi, valueReference is 3813, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.443 The 3175-th variable: name is axis5.motor.emf.phi, valueReference is 3621, valueType is 1, valueInit is -152.053084433746, causality is 8.

2020-06-10 17:10:05.444 The 3176-th variable: name is axis4.motor.emf.phi, valueReference is 3429, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.444 The 3177-th variable: name is axis3.motor.emf.phi, valueReference is 3237, valueType is 1, valueInit is 94.10337638912557, causality is 8.

2020-06-10 17:10:05.445 The 3178-th variable: name is axis2.motor.emf.phi, valueReference is 3030, valueType is 1, valueInit is 72.8377406191636, causality is 8.

2020-06-10 17:10:05.445 The 3179-th variable: name is axis1.motor.emf.phi, valueReference is 2823, valueType is 1, valueInit is 109.9557428756428, causality is 8.

2020-06-10 17:10:05.446 The 3180-th variable: name is mechanics.qd[6], valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.446 The 3181-th variable: name is mechanics.q[6], valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.447 The 3182-th variable: name is mechanics.qd[5], valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.447 The 3183-th variable: name is mechanics.q[5], valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.447 The 3184-th variable: name is mechanics.qd[4], valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.448 The 3185-th variable: name is mechanics.q[4], valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.448 The 3186-th variable: name is mechanics.qd[3], valueReference is 339, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.449 The 3187-th variable: name is mechanics.q[3], valueReference is 338, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:05.449 The 3188-th variable: name is mechanics.qd[2], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.450 The 3189-th variable: name is mechanics.q[2], valueReference is 243, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:05.450 The 3190-th variable: name is mechanics.qd[1], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.450 The 3191-th variable: name is mechanics.q[1], valueReference is 145, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:05.451 The 3192-th variable: name is axis6.accSensor.w, valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.451 The 3193-th variable: name is axis6.accSensor.flange.phi, valueReference is 624, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.452 The 3194-th variable: name is axis5.accSensor.w, valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.452 The 3195-th variable: name is axis5.accSensor.flange.phi, valueReference is 527, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.453 The 3196-th variable: name is axis4.accSensor.w, valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.453 The 3197-th variable: name is axis4.accSensor.flange.phi, valueReference is 433, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.453 The 3198-th variable: name is axis3.accSensor.w, valueReference is 339, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.454 The 3199-th variable: name is axis3.accSensor.flange.phi, valueReference is 338, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:05.454 The 3200-th variable: name is axis2.accSensor.w, valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.455 The 3201-th variable: name is axis2.accSensor.flange.phi, valueReference is 243, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:05.455 The 3202-th variable: name is axis1.accSensor.w, valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.455 The 3203-th variable: name is axis1.accSensor.flange.phi, valueReference is 145, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:05.456 The 3204-th variable: name is axis6.initializeFlange.w_flange, valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.456 The 3205-th variable: name is axis5.initializeFlange.w_flange, valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.457 The 3206-th variable: name is axis4.initializeFlange.w_flange, valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.457 The 3207-th variable: name is axis3.initializeFlange.w_flange, valueReference is 339, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.457 The 3208-th variable: name is axis2.initializeFlange.w_flange, valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.458 The 3209-th variable: name is axis1.initializeFlange.w_flange, valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.458 The 3210-th variable: name is axis6.motor.axisControlBus.acceleration, valueReference is 18454, valueType is 1, valueInit is -12.95511477207917, causality is 8.

2020-06-10 17:10:05.459 The 3211-th variable: name is axis6.motor.axisControlBus.speed, valueReference is 625, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.459 The 3212-th variable: name is axis6.motor.speed.w, valueReference is 3814, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.460 The 3213-th variable: name is axis6.motor.emf.w, valueReference is 3814, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.460 The 3214-th variable: name is axis5.motor.axisControlBus.acceleration, valueReference is 18426, valueType is 1, valueInit is -3.6929960317377, causality is 8.

2020-06-10 17:10:05.461 The 3215-th variable: name is axis5.motor.axisControlBus.speed, valueReference is 528, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.461 The 3216-th variable: name is axis5.motor.speed.w, valueReference is 3622, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.462 The 3217-th variable: name is axis5.motor.emf.w, valueReference is 3622, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.462 The 3218-th variable: name is axis4.motor.axisControlBus.acceleration, valueReference is 18410, valueType is 1, valueInit is -2.411850653599391, causality is 8.

2020-06-10 17:10:05.462 The 3219-th variable: name is axis4.motor.axisControlBus.speed, valueReference is 434, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.463 The 3220-th variable: name is axis4.motor.speed.w, valueReference is 3430, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.463 The 3221-th variable: name is axis4.motor.emf.w, valueReference is 3430, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.464 The 3222-th variable: name is axis3.motor.axisControlBus.acceleration, valueReference is 18366, valueType is 1, valueInit is 0.2514433637438066, causality is 8.

2020-06-10 17:10:05.464 The 3223-th variable: name is axis3.motor.axisControlBus.speed, valueReference is 339, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.465 The 3224-th variable: name is axis3.motor.Jmotor.a, valueReference is 3118, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.465 The 3225-th variable: name is axis3.motor.speed.w, valueReference is 3117, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.466 The 3226-th variable: name is axis3.motor.emf.w, valueReference is 3117, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.466 The 3227-th variable: name is axis3.gear.spring.a_rel, valueReference is 18672, valueType is 1, valueInit is 15.08660182462839, causality is 8.

2020-06-10 17:10:05.466 The 3228-th variable: name is axis2.motor.axisControlBus.acceleration, valueReference is 18326, valueType is 1, valueInit is 0.03562095489282002, causality is 8.

2020-06-10 17:10:05.467 The 3229-th variable: name is axis2.motor.axisControlBus.speed, valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.467 The 3230-th variable: name is axis2.motor.Jmotor.a, valueReference is 2911, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.468 The 3231-th variable: name is axis2.motor.speed.w, valueReference is 2910, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.468 The 3232-th variable: name is axis2.motor.emf.w, valueReference is 2910, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.469 The 3233-th variable: name is axis2.gear.spring.a_rel, valueReference is 18654, valueType is 1, valueInit is 7.480400527492203, causality is 8.

2020-06-10 17:10:05.469 The 3234-th variable: name is axis1.motor.axisControlBus.acceleration, valueReference is 18306, valueType is 1, valueInit is 0.1646119066200685, causality is 8.

2020-06-10 17:10:05.469 The 3235-th variable: name is axis1.motor.axisControlBus.speed, valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.470 The 3236-th variable: name is axis1.motor.Jmotor.a, valueReference is 2704, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.470 The 3237-th variable: name is axis1.motor.speed.w, valueReference is 2703, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.471 The 3238-th variable: name is axis1.motor.emf.w, valueReference is 2703, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.471 The 3239-th variable: name is axis1.gear.spring.a_rel, valueReference is 18636, valueType is 1, valueInit is -17.2842501951072, causality is 8.

2020-06-10 17:10:05.471 The 3240-th variable: name is mechanics.qdd[6], valueReference is 18454, valueType is 1, valueInit is -12.95511477207917, causality is 8.

2020-06-10 17:10:05.472 The 3241-th variable: name is mechanics.qdd[5], valueReference is 18426, valueType is 1, valueInit is -3.6929960317377, causality is 8.

2020-06-10 17:10:05.472 The 3242-th variable: name is mechanics.qdd[4], valueReference is 18410, valueType is 1, valueInit is -2.411850653599391, causality is 8.

2020-06-10 17:10:05.473 The 3243-th variable: name is mechanics.qdd[3], valueReference is 18366, valueType is 1, valueInit is 0.2514433637438066, causality is 8.

2020-06-10 17:10:05.473 The 3244-th variable: name is mechanics.qdd[2], valueReference is 18326, valueType is 1, valueInit is 0.03562095489282002, causality is 8.

2020-06-10 17:10:05.474 The 3245-th variable: name is mechanics.qdd[1], valueReference is 18306, valueType is 1, valueInit is 0.1646119066200685, causality is 8.

2020-06-10 17:10:05.474 The 3246-th variable: name is mechanics.r6.a, valueReference is 18454, valueType is 1, valueInit is -12.95511477207917, causality is 8.

2020-06-10 17:10:05.474 The 3247-th variable: name is mechanics.r5.a, valueReference is 18426, valueType is 1, valueInit is -3.6929960317377, causality is 8.

2020-06-10 17:10:05.475 The 3248-th variable: name is mechanics.r4.a, valueReference is 18410, valueType is 1, valueInit is -2.411850653599391, causality is 8.

2020-06-10 17:10:05.475 The 3249-th variable: name is mechanics.r3.a, valueReference is 18366, valueType is 1, valueInit is 0.2514433637438066, causality is 8.

2020-06-10 17:10:05.476 The 3250-th variable: name is mechanics.r2.a, valueReference is 18326, valueType is 1, valueInit is 0.03562095489282002, causality is 8.

2020-06-10 17:10:05.476 The 3251-th variable: name is mechanics.r1.a, valueReference is 18306, valueType is 1, valueInit is 0.1646119066200685, causality is 8.

2020-06-10 17:10:05.477 The 3252-th variable: name is mechanics.b0.frame_a.t[2], valueReference is 137, valueType is 1, valueInit is -7.105427357601002e-015, causality is 8.

2020-06-10 17:10:05.477 The 3253-th variable: name is mechanics.b0.frame_a.f[3], valueReference is 811, valueType is 1, valueInit is -0.7482070387160285, causality is 8.

2020-06-10 17:10:05.478 The 3254-th variable: name is mechanics.b0.frame_a.f[1], valueReference is 810, valueType is 1, valueInit is -4.984151100874744, causality is 8.

2020-06-10 17:10:05.478 The 3255-th variable: name is mechanics.r2.frame_b.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:05.479 The 3256-th variable: name is mechanics.r2.frame_b.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:05.479 The 3257-th variable: name is axis6.motor.Rd3.i, valueReference is 3787, valueType is 1, valueInit is 0.01007701720290794, causality is 8.

2020-06-10 17:10:05.480 The 3258-th variable: name is axis6.motor.Rp2.i, valueReference is 3773, valueType is 1, valueInit is -2.015403440581589, causality is 8.

2020-06-10 17:10:05.480 The 3259-th variable: name is axis6.motor.C.p.i, valueReference is 3764, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.481 The 3260-th variable: name is axis6.motor.OpI.p2.i, valueReference is 3764, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.481 The 3261-th variable: name is axis6.motor.Rd2.i, valueReference is 3756, valueType is 1, valueInit is 0.01007701720290794, causality is 8.

2020-06-10 17:10:05.482 The 3262-th variable: name is axis6.gear.bearingFriction.flange_b.tau, valueReference is 616, valueType is 1, valueInit is 0.4401575651106402, causality is 8.

2020-06-10 17:10:05.482 The 3263-th variable: name is axis5.motor.Rd3.i, valueReference is 3595, valueType is 1, valueInit is -0.02151868812744005, causality is 8.

2020-06-10 17:10:05.482 The 3264-th variable: name is axis5.motor.Rp2.i, valueReference is 3581, valueType is 1, valueInit is 4.303737625488011, causality is 8.

2020-06-10 17:10:05.483 The 3265-th variable: name is axis5.motor.C.p.i, valueReference is 3572, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.483 The 3266-th variable: name is axis5.motor.OpI.p2.i, valueReference is 3572, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.484 The 3267-th variable: name is axis5.motor.Rd2.i, valueReference is 3564, valueType is 1, valueInit is -0.02151868812744005, causality is 8.

2020-06-10 17:10:05.484 The 3268-th variable: name is axis5.gear.bearingFriction.flange_b.tau, valueReference is 518, valueType is 1, valueInit is 54.62557976686654, causality is 8.

2020-06-10 17:10:05.485 The 3269-th variable: name is axis4.motor.Rd3.i, valueReference is 3403, valueType is 1, valueInit is -0.004190399270676439, causality is 8.

2020-06-10 17:10:05.485 The 3270-th variable: name is axis4.motor.Rp2.i, valueReference is 3389, valueType is 1, valueInit is 0.838079854135288, causality is 8.

2020-06-10 17:10:05.485 The 3271-th variable: name is axis4.motor.C.p.i, valueReference is 3380, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.486 The 3272-th variable: name is axis4.motor.OpI.p2.i, valueReference is 3380, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.486 The 3273-th variable: name is axis4.motor.Rd2.i, valueReference is 3372, valueType is 1, valueInit is -0.004190399270676439, causality is 8.

2020-06-10 17:10:05.487 The 3274-th variable: name is axis4.gear.bearingFriction.flange_b.tau, valueReference is 425, valueType is 1, valueInit is -45.20455038574498, causality is 8.

2020-06-10 17:10:05.487 The 3275-th variable: name is axis3.motor.Rd3.i, valueReference is 3211, valueType is 1, valueInit is -0.03906416441527287, causality is 8.

2020-06-10 17:10:05.487 The 3276-th variable: name is axis3.motor.Rp2.i, valueReference is 3197, valueType is 1, valueInit is 7.812832883054571, causality is 8.

2020-06-10 17:10:05.488 The 3277-th variable: name is axis3.motor.C.p.i, valueReference is 3188, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.488 The 3278-th variable: name is axis3.motor.OpI.p2.i, valueReference is 3188, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.489 The 3279-th variable: name is axis3.motor.Rd2.i, valueReference is 3180, valueType is 1, valueInit is -0.03906416441527287, causality is 8.

2020-06-10 17:10:05.489 The 3280-th variable: name is axis3.gear.flange_b.tau, valueReference is 329, valueType is 1, valueInit is 502.5232006173716, causality is 8.

2020-06-10 17:10:05.489 The 3281-th variable: name is axis2.motor.Rd3.i, valueReference is 3004, valueType is 1, valueInit is -0.01820206489663397, causality is 8.

2020-06-10 17:10:05.490 The 3282-th variable: name is axis2.motor.Rp2.i, valueReference is 2990, valueType is 1, valueInit is 3.640412979326793, causality is 8.

2020-06-10 17:10:05.490 The 3283-th variable: name is axis2.motor.C.p.i, valueReference is 2981, valueType is 1, valueInit is 4.440892098500626e-017, causality is 8.

2020-06-10 17:10:05.491 The 3284-th variable: name is axis2.motor.OpI.p2.i, valueReference is 2981, valueType is 1, valueInit is 4.440892098500626e-017, causality is 8.

2020-06-10 17:10:05.491 The 3285-th variable: name is axis2.motor.Rd2.i, valueReference is 2973, valueType is 1, valueInit is -0.01820206489663397, causality is 8.

2020-06-10 17:10:05.491 The 3286-th variable: name is axis2.gear.flange_b.tau, valueReference is 234, valueType is 1, valueInit is 783.0277805250607, causality is 8.

2020-06-10 17:10:05.492 The 3287-th variable: name is axis1.motor.Rd3.i, valueReference is 2797, valueType is 1, valueInit is -0.00172176308539945, causality is 8.

2020-06-10 17:10:05.492 The 3288-th variable: name is axis1.motor.Rp2.i, valueReference is 2783, valueType is 1, valueInit is 0.3443526170798898, causality is 8.

2020-06-10 17:10:05.493 The 3289-th variable: name is axis1.motor.C.p.i, valueReference is 2774, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.493 The 3290-th variable: name is axis1.motor.OpI.p2.i, valueReference is 2774, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.494 The 3291-th variable: name is axis1.motor.Rd2.i, valueReference is 2766, valueType is 1, valueInit is -0.00172176308539945, causality is 8.

2020-06-10 17:10:05.494 The 3292-th variable: name is axis1.gear.flange_b.tau, valueReference is 137, valueType is 1, valueInit is -7.105427357601002e-015, causality is 8.

2020-06-10 17:10:05.495 The 3293-th variable: name is mechanics.b6.frameTranslation.frame_a.t[3], valueReference is 2344, valueType is 1, valueInit is 50.68186383695095, causality is 8.

2020-06-10 17:10:05.495 The 3294-th variable: name is mechanics.b6.frameTranslation.frame_a.t[2], valueReference is 2343, valueType is 1, valueInit is -0.4276658162016418, causality is 8.

2020-06-10 17:10:05.496 The 3295-th variable: name is mechanics.b6.frameTranslation.frame_a.t[1], valueReference is 2342, valueType is 1, valueInit is -49.64828562981966, causality is 8.

2020-06-10 17:10:05.497 The 3296-th variable: name is mechanics.b6.frameTranslation.frame_a.f[3], valueReference is 2341, valueType is 1, valueInit is -3.800222161863006, causality is 8.

2020-06-10 17:10:05.497 The 3297-th variable: name is mechanics.b6.frameTranslation.frame_a.f[2], valueReference is 2340, valueType is 1, valueInit is 486.948241576408, causality is 8.

2020-06-10 17:10:05.497 The 3298-th variable: name is mechanics.b6.frameTranslation.frame_a.f[1], valueReference is 2339, valueType is 1, valueInit is -7.957224310287074, causality is 8.

2020-06-10 17:10:05.498 The 3299-th variable: name is axis6.motor.Rd1.n.v, valueReference is 3763, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.498 The 3300-th variable: name is axis6.motor.power.n1.v, valueReference is 3742, valueType is 1, valueInit is -100.7701720290795, causality is 8.

2020-06-10 17:10:05.499 The 3301-th variable: name is axis5.motor.Rd1.n.v, valueReference is 3571, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.499 The 3302-th variable: name is axis5.motor.power.n1.v, valueReference is 3550, valueType is 1, valueInit is 215.1868812744006, causality is 8.

2020-06-10 17:10:05.500 The 3303-th variable: name is axis4.motor.Rd1.n.v, valueReference is 3379, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.500 The 3304-th variable: name is axis4.motor.power.n1.v, valueReference is 3358, valueType is 1, valueInit is 41.9039927067644, causality is 8.

2020-06-10 17:10:05.500 The 3305-th variable: name is axis3.motor.Rd1.n.v, valueReference is 3187, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.501 The 3306-th variable: name is axis3.motor.power.n1.v, valueReference is 3166, valueType is 1, valueInit is 390.6416441527285, causality is 8.

2020-06-10 17:10:05.501 The 3307-th variable: name is axis2.motor.Rd1.n.v, valueReference is 2980, valueType is 1, valueInit is 4.440892098500626e-016, causality is 8.

2020-06-10 17:10:05.502 The 3308-th variable: name is axis2.motor.power.n1.v, valueReference is 2959, valueType is 1, valueInit is 182.0206489663397, causality is 8.

2020-06-10 17:10:05.502 The 3309-th variable: name is axis1.motor.Rd1.n.v, valueReference is 2773, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.502 The 3310-th variable: name is axis1.motor.power.n1.v, valueReference is 2752, valueType is 1, valueInit is 17.21763085399449, causality is 8.

2020-06-10 17:10:05.503 The 3311-th variable: name is axis6.motor.emf.flange.tau, valueReference is 3811, valueType is 1, valueInit is 0.1696969696969697, causality is 8.

2020-06-10 17:10:05.503 The 3312-th variable: name is axis6.motor.hall1.i, valueReference is 3722, valueType is 1, valueInit is 2.015403440581588, causality is 8.

2020-06-10 17:10:05.504 The 3313-th variable: name is axis6.motor.Ra.i, valueReference is 3722, valueType is 1, valueInit is 2.015403440581588, causality is 8.

2020-06-10 17:10:05.504 The 3314-th variable: name is axis5.motor.emf.flange.tau, valueReference is 3619, valueType is 1, valueInit is -1.122414772727273, causality is 8.

2020-06-10 17:10:05.504 The 3315-th variable: name is axis5.motor.hall1.i, valueReference is 3530, valueType is 1, valueInit is -4.303737625488009, causality is 8.

2020-06-10 17:10:05.505 The 3316-th variable: name is axis5.motor.Ra.i, valueReference is 3530, valueType is 1, valueInit is -4.303737625488009, causality is 8.

2020-06-10 17:10:05.505 The 3317-th variable: name is axis4.motor.emf.flange.tau, valueReference is 3427, valueType is 1, valueInit is -0.1982058855029955, causality is 8.

2020-06-10 17:10:05.506 The 3318-th variable: name is axis4.motor.hall1.i, valueReference is 3338, valueType is 1, valueInit is -0.8380798541352877, causality is 8.

2020-06-10 17:10:05.506 The 3319-th variable: name is axis4.motor.Ra.i, valueReference is 3338, valueType is 1, valueInit is -0.8380798541352877, causality is 8.

2020-06-10 17:10:05.506 The 3320-th variable: name is axis3.motor.emf.flange.tau, valueReference is 3235, valueType is 1, valueInit is -9.075386676956192, causality is 8.

2020-06-10 17:10:05.507 The 3321-th variable: name is axis3.motor.hall1.i, valueReference is 3146, valueType is 1, valueInit is -7.812832883054574, causality is 8.

